Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
e0cc52fe-7c0c-f9d5-c926-5e80a1512929,2000-01-12,,999-14-3680,S99986218,X42660127X,Mr.,Rodolfo763,Britt177,Haley279,,,,white,nonhispanic,M,Chillum  Maryland  US,946 Runte Trafficway Apt 15,Parkville,Maryland,Baltimore County,24005,21234,39.41617687834057,-76.56356019179165,16817.64,899250.11,276963
41c231e1-3a1b-9dc2-2d42-a2c736e2e372,2006-07-31,,999-84-4110,S99922902,,Mr.,Barton704,Ivory697,Feil794,,,,black,nonhispanic,M,North Bethesda  Maryland  US,941 Kozey Orchard,Clinton,Maryland,Prince George's County,24033,20735,38.75692810506265,-76.91899967813711,18034.89,68198.32,74609
3ccc943b-c14a-2bfe-36df-f6c33d43630a,2010-09-07,,999-41-1024,,,,Rogelio17,,Koepp521,,,,white,nonhispanic,M,Braddock Heights  Maryland  US,637 Hirthe Boulevard,Woodlawn,Maryland,Baltimore County,24005,21207,39.35286572316297,-76.67053000468619,11048.95,36783.33,91876
aee08786-029f-59be-5326-b4acb91b4111,1982-05-26,,999-80-2277,S99910825,X71363073X,Mr.,Tristan353,,McCullough561,,,M,white,nonhispanic,M,Waldorf  Maryland  US,701 Stoltenberg Estate,Columbia,Maryland,Howard County,24027,21045,39.17352129578771,-76.80925914745217,179368.77,940234.27,7345
b630aeda-ffe7-a18a-1401-f1f92ca744a5,1986-10-21,,999-18-4526,S99917232,X38763394X,Mr.,Max124,Miles206,Prosacco716,,,S,white,nonhispanic,M,South Laurel  Maryland  US,213 Willms Divide,Lexington Park,Maryland,St. Mary's County,24037,20653,38.24904861880565,-76.43977248712312,33776.88,167824.73,75237
d6b21131-8d29-fb9c-f1ba-c95c1496f02e,1987-09-26,,999-26-1842,S99997549,X81804847X,Mr.,Dusty207,Doyle959,Wyman904,,,S,black,nonhispanic,M,Silver Spring  Maryland  US,617 Muller Street,Lochearn,Maryland,Baltimore County,,00000,39.35525361607994,-76.7089484664172,12883.54,365011.59,18662
aa7b5576-4210-d32c-985d-71ff89d96f23,2018-09-28,,999-21-8821,,,,Pilar644,,Terrazas956,,,,black,hispanic,F,Port-au-Prince  Haiti  HT,761 Kuhlman Passage,Aspen Hill,Maryland,Montgomery County,24031,20906,39.059620798430444,-77.0904921912591,455.00,18143.63,32329
d0988196-1675-0aa4-06f3-f50efcdac0ef,1968-12-22,,999-23-8357,S99963113,X8663940X,Mrs.,Frankie174,Ena816,Huel628,,Wunsch504,M,white,nonhispanic,F,Montgomery Village  Maryland  US,542 Satterfield Path Apt 31,Easton,Maryland,Talbot County,24041,21601,38.838998161434745,-76.11264953809561,52954.34,1932040.11,110232
07c93214-4fe5-4c2c-fd60-d5d1093233cf,1984-05-27,,999-71-4631,S99973050,X19535133X,Mrs.,Marylyn194,Angeles319,Gleichner915,,Gottlieb798,M,black,nonhispanic,F,Crisfield  Maryland  US,872 Thompson Path Suite 41,Baltimore,Maryland,Baltimore city,24510,21218,39.40637505342627,-76.64159819550055,30409.53,894369.04,97801
39615ffb-beaf-1756-21dc-4777721dd536,2001-07-04,,999-45-4432,S99933749,X28704316X,Ms.,Kiera822,Cher186,Hoppe518,,,,white,nonhispanic,F,Parole  Maryland  US,200 Murazik Avenue Apt 58,Prince Frederick,Maryland,Calvert County,24009,20678,38.5326707352328,-76.61133036653224,4075.08,315830.55,20312
49adfab8-ab60-4313-e95f-bebb59fe5c3b,1975-12-13,,999-11-8091,S99976995,X72969799X,Ms.,Marylynn944,Katheleen349,Mann644,,,S,white,nonhispanic,F,Elkton  Maryland  US,657 Collins Manor,Baltimore,Maryland,Baltimore city,24510,21218,39.36446178609938,-76.5482617568911,106006.65,1077409.24,34543
a1d300cd-1d38-f23f-45f2-a4a78921ab4f,1993-02-19,,999-72-4731,S99975633,X41798721X,Mr.,Dante562,Rudolf736,Ritchie586,,,M,black,hispanic,M,Fairland  Maryland  US,556 Shanahan Glen,Marlboro Village,Maryland,Prince George's County,,00000,38.87597445266947,-76.7602240600329,42835.83,248459.69,67359
97511315-1529-9723-acec-c8e23fd7de99,1988-12-06,,999-23-4985,S99959850,X81404458X,Mr.,Rosendo998,Valentin929,McKenzie376,,,D,black,nonhispanic,M,Maugansville  Maryland  US,539 Connelly Road,Fort Meade,Maryland,Anne Arundel County,24003,20755,39.06071747145841,-76.7020739189829,17403.24,233681.35,85161
013c7577-6079-9490-2448-c809c014039c,1980-09-14,,999-84-7398,S99972445,X77158883X,Mrs.,Kathrine376,Raisa16,Schiller186,,Zemlak964,D,black,nonhispanic,F,Camp Springs  Maryland  US,786 Witting Lock Suite 29,North Potomac,Maryland,Montgomery County,24031,20878,39.06631231264738,-77.22138029068907,24884.43,1269860.37,20387
d174d3a7-0f1e-38e5-5139-1bc7e6e67d6c,1981-09-20,,999-43-1842,S99969802,X69580418X,Ms.,Lianne167,Dede50,Ortiz186,,,S,white,hispanic,F,Largo  Maryland  US,457 Yost Path,East Riverdale,Maryland,Prince George's County,,00000,38.942007980181536,-76.90071510954134,35743.96,924500.22,111120
80fe87ff-442e-95aa-7f74-090bf08d49f7,2011-10-08,,999-51-5037,,,,Monty345,Roland928,Bayer639,,,,white,nonhispanic,M,Baltimore  Maryland  US,373 Shields Trace Apt 83,Easton,Maryland,Talbot County,24041,21601,38.83206564641914,-76.05312160141108,1609.03,63596.86,4536
b4dbbf1c-0cb4-45ff-3b1a-96f0526bebca,1963-10-25,2021-07-05,999-29-4754,S99974119,X61897687X,Mrs.,Nam74,Maricruz991,Swaniawski813,,Wiza601,D,native,nonhispanic,F,Baltimore  Maryland  US,380 Reichel Camp Unit 86,Columbia,Maryland,Howard County,24027,21044,39.234216009860454,-76.84592596194574,35332.75,6098370.72,195217
8d1e0fe0-fc5e-6652-03e3-9013b056ff5e,1985-07-30,,999-25-4264,S99944264,X88623991X,Mr.,Sid118,Walton167,Cormier289,,,M,black,nonhispanic,M,Dundalk  Maryland  US,411 Ebert Gate Apt 1,Glen Burnie,Maryland,Anne Arundel County,24003,21060,39.12791640611352,-76.54672453526891,9657.86,800723.18,51394
56c851d1-0cb9-c9a7-4948-36fbc2eb21b5,1983-10-19,,999-90-6664,S99987351,X46877860X,Mrs.,Alia555,Virgie92,Tillman293,,Schultz619,M,white,nonhispanic,F,Bethesda  Maryland  US,931 Jerde Ferry Unit 44,Lochearn,Maryland,Baltimore County,,00000,39.32850470402144,-76.7088329945952,97271.79,888033.07,57038
6ef00c3e-9292-2d82-c565-0d3815be98b4,1978-03-09,,999-49-6719,S99968990,X14589472X,Mrs.,Ciara810,Ewa95,Wuckert783,,Huel628,M,white,nonhispanic,F,Potomac  Maryland  US,466 Champlin Viaduct,Reisterstown,Maryland,Baltimore County,24005,21136,39.47278165525665,-76.8180725662201,40903.27,2075647.50,156141
815169c7-ded1-9a05-3a50-003e5494b1a1,1987-11-23,,999-48-7335,S99980288,X58447827X,Mr.,Antwan357,Lauren941,O'Reilly797,,,M,white,nonhispanic,M,Cambridge  Maryland  US,611 Rosenbaum Dale Unit 64,Westminster,Maryland,Carroll County,24013,21157,39.68021658435966,-76.9868429742489,11166.53,157714.19,6067
0bbe8e7b-1a33-3f7e-3c33-5e4a57571b46,1947-05-25,,999-31-1510,S99933187,X57291064X,Ms.,Asley870,Ilda728,Howell947,,,S,white,nonhispanic,F,Salisbury  Maryland  US,748 Romaguera Vale,Baltimore,Maryland,Baltimore city,24005,21222,39.25894857623857,-76.55761203431993,248357.39,2247349.45,4600
91e88b0d-ad6f-039c-5cc7-dd08b2845a16,1969-09-21,,999-97-1291,S99974071,X27024440X,Mr.,Rolf983,Alvin56,Boyle917,,,D,black,nonhispanic,M,Glassmanor  Maryland  US,233 Hane Brook,Friendly,Maryland,Prince George's County,,00000,38.77098147573319,-76.97875493073016,24704.91,246580.02,88626
daf56c37-779f-63af-46d9-31ef8754df24,2025-02-24,,999-56-4953,,,,David908,,Huel628,,,,white,nonhispanic,M,St Petersburg  St Petersburg  RU,640 Toy Terrace,Potomac,Maryland,Montgomery County,24031,20854,38.99313271629858,-77.1717628302435,1045.98,0.00,99900
4af2241f-b353-77fe-5031-d6b4b1609a28,1952-06-28,2012-12-23,999-59-4507,S99913398,X22605059X,Mr.,Benedict104,Walker122,Torp761,,,S,black,nonhispanic,M,Olney  Maryland  US,468 Prosacco Crossing Unit 61,Baltimore,Maryland,Baltimore city,24005,21208,39.3764058870309,-76.58594197990963,48975.00,1045917.52,179929
9924c105-7098-1321-b4ae-bdbc6b895128,1990-01-13,,999-17-9414,S99971584,X70886197X,Ms.,Margart214,Tana168,Hodkiewicz467,,,S,white,nonhispanic,F,Lochearn  Maryland  US,358 Stracke Branch,Silver Spring,Maryland,Montgomery County,24031,20905,39.087428862357015,-76.9818349440022,27082.08,1182309.93,33888
36b19638-b52d-4047-bddf-abff55d7b840,1963-10-25,2006-04-12,999-52-8077,S99933568,X12766911X,Ms.,Jannet618,Brandi2,Metz686,,,S,native,nonhispanic,F,Brooklyn Park  Maryland  US,343 Legros Knoll Apt 43,Columbia,Maryland,Howard County,24027,21045,39.20572740363352,-76.88649628671823,22504.86,934147.34,195217
b309795f-8502-a71e-3b3e-714b7e2764ec,2003-11-18,,999-26-4845,S99982126,X47959281X,Mr.,Rudy520,Dirk334,Langworth352,,,,white,nonhispanic,M,Baltimore  Maryland  US,532 Rowe Annex,Lochearn,Maryland,Baltimore County,,00000,39.30379416445917,-76.71392333661537,2187.00,58744.01,18851
05a271ef-a228-c666-6f1c-f0ef247e64a1,2010-07-05,,999-29-1274,,,,Alphonse92,Brice635,Carroll471,,,,white,nonhispanic,M,Salisbury  Maryland  US,1066 Bruen Flat,Elkridge,Maryland,Howard County,24027,21075,39.214196173066576,-76.76581786070685,12457.71,56648.64,164337
53452d57-d894-e2e9-9671-00d032e18f63,1963-10-25,,999-42-2925,S99922027,X71161756X,Mrs.,Eustolia154,Dena356,Konopelski743,,Friesen796,M,native,nonhispanic,F,Baltimore  Maryland  US,975 Lowe Underpass,Columbia,Maryland,Howard County,24027,21044,39.16478936638477,-76.8344002224542,19556.92,439763.91,195217
a0018929-9342-cda1-8997-4ab8b14ac329,2008-12-19,,999-24-5438,S99957200,,,Fausto876,Eugene421,Swift555,,,,other,nonhispanic,M,Bowie  Maryland  US,865 Leffler Hollow Suite 53,Olney,Maryland,Montgomery County,24031,20832,39.19866075602595,-77.07246178267488,17766.32,47950.12,62217
e8f40d8a-167d-3b3c-891d-44edf88d05f7,2023-10-03,,999-93-2131,,,,Ruth999,,Schaden604,,,,hawaiian,nonhispanic,F,Gaithersburg  Maryland  US,1041 Shields Gardens Suite 73,Melwood,Maryland,Prince George's County,,00000,38.82632332752777,-76.8316287073234,5198.62,3121.86,60799
9caa747c-2d83-fb07-968f-1ca4f23ffb5b,1989-04-06,,999-94-5153,S99980258,X46519751X,Mr.,Elroy493,Geraldo282,Schneider199,,,M,white,nonhispanic,M,Salisbury  Maryland  US,885 Lebsack Extension Apt 28,Bel Air North,Maryland,Harford County,,00000,39.59877093779779,-76.37032864828277,16746.06,194358.48,126679
fe529983-de44-0975-a4ff-f1cff0bcde21,1987-01-06,,999-49-4963,S99920568,X50602488X,Mrs.,Kathrine376,Jeannine438,West559,,Kuhn96,M,white,nonhispanic,F,Baltimore  Maryland  US,370 Strosin Track,Seat Pleasant,Maryland,Prince George's County,24033,20743,38.875861888852036,-76.87466154996154,142708.60,734861.85,59319
2054231b-9de1-4c1e-1a90-8a1edcec6386,1968-02-28,,999-91-6419,S99961920,X41133335X,Mr.,Valentin929,Israel728,Marks830,,,M,white,nonhispanic,M,Ferndale  Maryland  US,920 Brekke Green,Landover,Maryland,Prince George's County,24033,20785,38.930696474569764,-76.89410201717129,32021.69,277266.69,33522
49d3a26c-a562-1ab6-c39e-3cead7b9f6e2,2016-07-17,,999-96-8367,,,,Loren192,Edgar153,Cronin387,,,,black,nonhispanic,M,Baltimore  Maryland  US,1040 Corkery Hollow Suite 95,Timonium,Maryland,Baltimore County,24005,21093,39.42480445482221,-76.68008884229685,4676.26,29555.36,81755
2384aff1-aff9-d129-2def-6a5adf36551b,1983-08-19,,999-50-7789,S99920091,X14660768X,Ms.,Lea264,Breana975,Stamm704,,,S,asian,nonhispanic,F,Adelphi  Maryland  US,836 Miller Divide Apt 7,Dundalk,Maryland,Baltimore County,24005,21222,39.30868329196557,-76.53218795887943,101526.20,1147522.40,46171
7130feb6-2231-bb54-5b20-c1d81c542614,2003-06-18,,999-97-8458,S99975128,X73389179X,Mr.,Salvador46,José María211,Elizondo706,,,,white,hispanic,M,La Paz  Baja California  MX,485 Zulauf Harbor Unit 18,Baltimore,Maryland,Baltimore city,24510,21209,39.316386382062,-76.51492555034197,22086.23,913927.48,58061
e414d62f-bf32-b761-214e-44d7957fe01c,2025-03-01,,999-47-8882,,,,Dwight645,Isiah14,Considine820,,,,white,nonhispanic,M,Woodmore  Maryland  US,474 Thiel Brook,Crofton,Maryland,Anne Arundel County,24003,21114,38.979418276299576,-76.64156403762782,2334.02,0.00,175167
db3af00d-e697-ae22-77fa-f34d753db956,1931-03-09,1986-04-15,999-48-6976,S99920148,X54156591X,Mrs.,Isaura563,Neda956,O'Hara248,,Wunsch504,M,white,nonhispanic,F,Capitol Heights  Maryland  US,1064 Orn Ramp Unit 56,Baltimore,Maryland,Baltimore city,24510,21226,39.294251713037106,-76.49159650657313,147957.73,868894.70,32853
578aa4a7-0b61-8dd2-2017-c13d37f247df,2004-06-30,,999-80-4685,S99954604,X8052176X,Ms.,Tai836,Neda956,Hoeger474,,,,white,nonhispanic,F,Silver Spring  Maryland  US,716 Eichmann Dale,Hagerstown,Maryland,Washington County,24043,21742,39.64755657027679,-77.76798120103045,3476.00,118473.48,15729
a52d7047-9d8d-db7f-0976-0044f9d41fcf,1959-08-21,2001-06-28,999-99-3871,S99922033,X51452994X,Mrs.,Shawanna357,Mandie666,Eichmann909,,Kautzer186,M,white,nonhispanic,F,Adelphi  Maryland  US,443 McClure Ramp Apt 77,Woodlawn,Maryland,Baltimore County,24005,21207,39.308442006160234,-76.76718095633092,14330.39,1169841.04,122420
bf9deca2-85d8-d8ce-a59b-c32e45ddcfd1,2018-02-01,,999-35-5267,,,,Lilia791,Mitzie610,Rogahn59,,,,black,nonhispanic,F,Frederick  Maryland  US,599 Bruen Light Suite 1,Baltimore,Maryland,Baltimore city,24510,21223,39.2369172067781,-76.51939582628134,7645.37,8045.97,103250
7ac7397f-5684-dfed-4536-a4387ce45a86,2001-02-05,,999-58-3100,S99941899,X37909667X,Ms.,Ermelinda113,Katerine813,Flatley871,,,,black,nonhispanic,F,North Bethesda  Maryland  US,711 Breitenberg Track Suite 44,Burtonsville,Maryland,Montgomery County,24031,20866,39.13276048306129,-76.89392103316216,14850.30,320250.69,111251
a6a07957-7f4b-20b7-6f9d-20ed95e8170e,1973-06-18,,999-78-7357,S99916506,X28870437X,Mr.,Sean831,Manual570,Effertz744,,,D,white,nonhispanic,M,Laurel  Maryland  US,1097 Lesch View,Baltimore,Maryland,Baltimore city,24005,21207,39.35305147181615,-76.51972596077526,93199.69,162991.26,104388
17e6b9e5-46ce-abc2-8bdd-69da2d815ede,1958-02-04,,999-71-6922,S99974242,X33302673X,Mrs.,Lavina533,Linn541,Mertz280,PhD,Moore224,M,white,nonhispanic,F,Perry Hall  Maryland  US,777 Price Drive,Waldorf,Maryland,Charles County,24017,20602,38.54040352502787,-76.93982030098239,54626.67,1612317.22,96307
1be4b205-a8d0-c50d-409b-77a83f44d437,2001-04-29,,999-28-9355,S99978339,X55087935X,Ms.,Janet238,Mitzie610,Quitzon246,,,,black,nonhispanic,F,Frederick  Maryland  US,419 Cronin Gateway Unit 16,Baltimore,Maryland,Baltimore city,24005,21222,39.32823763514113,-76.44749399603123,13902.62,103263.72,105983
90fde5f7-eafd-7dc8-cdf7-b18051d009eb,1978-03-30,,999-16-6487,S99974726,X63579772X,Mrs.,Leanne251,,Herzog843,,Howell947,M,white,nonhispanic,F,Ellicott City  Maryland  US,387 Jaskolski Trace,Takoma Park,Maryland,Montgomery County,24031,20912,39.05889547852231,-76.93905886941329,37820.16,2183559.83,199042
52e78ca9-e4f4-bbe6-444d-dcb2a4baaa84,1984-05-28,,999-83-1235,S99953663,X35523034X,Mr.,Billie243,Israel728,Sanford861,,,M,white,hispanic,M,Frederick  Maryland  US,1095 Cole Bridge Apt 83,Baltimore,Maryland,Baltimore city,24005,21251,39.286350688119455,-76.63118192695887,18125.50,127319.22,149167
41516fd4-2f92-89b2-ad85-7b03624bb622,1960-01-29,,999-11-4478,S99923777,X61882381X,Mrs.,Lady554,Renate369,Donnelly343,,Kemmer137,W,asian,nonhispanic,F,Forestville  Maryland  US,219 Runolfsdottir Village Unit 75,Baltimore,Maryland,Baltimore city,24510,21231,39.33256148738289,-76.66577070507101,40441.33,269368.55,48281
6e773176-b642-14bc-6019-8a628c904944,1969-08-23,,999-10-7647,S99931466,X85353778X,Mr.,Winfred745,Jeffrey461,Powlowski563,,,M,white,nonhispanic,M,Severna Park  Maryland  US,833 Wunsch View,Huntingtown,Maryland,Calvert County,24009,20639,38.56305647012885,-76.60534902540648,33332.76,182261.77,65235
12efeae6-009d-7ab6-c0db-f259ab2931ca,1959-08-21,,999-46-9868,S99980737,X86734786X,Mrs.,Leon728,Gricelda41,Schneider199,,Jacobs452,M,white,nonhispanic,F,Randallstown  Maryland  US,852 Schumm Extension,Woodlawn,Maryland,Baltimore County,24005,21207,39.312852882130144,-76.72252131725566,52011.74,975335.48,122420
bbca7ef7-84c3-bacd-cca2-10e2dcb99802,1983-04-23,,999-84-7935,S99962991,X69137105X,Mrs.,Cynthia180,Kaitlyn96,Daugherty69,,Brakus656,M,white,nonhispanic,F,Odenton  Maryland  US,246 Considine Lodge Suite 61,Shady Side,Maryland,Anne Arundel County,24003,20764,38.83656243574503,-76.49385786423335,45251.84,599582.05,88065
b1985dd3-10be-ff34-5288-7684faa7dd84,2008-04-01,,999-95-4282,S99978360,,,Mira443,Samira471,Rice937,,,,asian,hispanic,F,Baltimore  Maryland  US,539 Von Terrace,Burtonsville,Maryland,Montgomery County,24031,20866,39.110671220011476,-76.91058841547951,16630.58,72556.56,106019
36dadfb3-667a-793f-ce9b-b240194ac75d,2023-10-30,,999-58-2739,,,,Gordon377,Tracey100,Ernser583,,,,white,nonhispanic,M,Hillcrest Heights  Maryland  US,918 Jenkins Divide,Pikesville,Maryland,Baltimore County,24005,21208,39.369425485365255,-76.69826889979217,8014.90,3512.02,129111
d75ceab2-52e1-3d42-b3ba-ac1d39cebae1,1954-03-28,2013-11-23,999-93-9491,S99991064,X19391008X,Mrs.,Louis204,Cassidy160,West559,,Miller503,M,black,nonhispanic,F,Annapolis Neck  Maryland  US,160 Davis Trafficway,Baltimore,Maryland,Baltimore city,24005,21208,39.305800252022166,-76.66726051225264,303439.26,3230570.09,5943
57bcd6b5-7480-5429-e27c-d592a5794f8a,1937-06-03,2007-07-09,999-12-2105,S99963886,X20791618X,Ms.,Vernell410,Alana17,Waelchi213,,,S,white,nonhispanic,F,Beltsville  Maryland  US,677 Legros Key,Baltimore,Maryland,Baltimore city,24005,21208,39.2806271708447,-76.54448346890798,284108.75,2525095.74,32853
82c8cf31-ef10-7560-275a-2f6edff9c5a3,1999-05-30,,999-87-5051,S99959905,X82909862X,Ms.,Aliza77,Aliza77,Effertz744,,,,white,nonhispanic,F,Baltimore  Maryland  US,457 Herman Junction,Towson,Maryland,Baltimore County,24005,21204,39.423918069637445,-76.60692278025968,11571.73,152600.47,1470
5d45e5ba-e27a-e65e-82f1-41c69383cfe2,1995-12-29,,999-40-5914,S99961833,X4936604X,Mr.,Carmine137,Rodrigo242,Fritsch593,,,M,white,nonhispanic,M,Gaithersburg  Maryland  US,743 Bernier Dale Suite 98,Chesapeake Ranch Estates,Maryland,Calvert County,,00000,38.36259267940874,-76.41017073242215,4680.76,59668.30,39444
6fe08bf5-9039-66e5-a570-adbeddcf11c6,1958-03-06,,999-64-8670,S99921832,X26570694X,Mr.,Hobert364,Curt84,Reichert620,,,S,white,nonhispanic,M,Jessup  Maryland  US,109 Treutel Neck Suite 65,Cloverly,Maryland,Montgomery County,,00000,39.123402260498196,-76.98340413500831,37658.84,895724.48,597208
b83c28be-b4ad-927e-7cd7-5bddb5803810,2001-08-14,,999-84-9838,S99995858,X73903211X,Ms.,Tynisha348,Patty600,Rau926,,,,white,nonhispanic,F,Greenbelt  Maryland  US,1022 Hyatt Manor Unit 56,Essex,Maryland,Baltimore County,24005,21221,39.26564049512123,-76.4277059920121,3548.17,334487.17,7835
bfe6184c-2cdc-ec63-ac50-c35204921129,2013-05-06,,999-98-2987,,,,Era940,,Bode78,,,,white,nonhispanic,F,Little Orleans  Maryland  US,666 Bergstrom Dale Suite 93,Aspen Hill,Maryland,Montgomery County,24031,20906,39.090229438144405,-77.01646526558028,8171.79,46945.39,96445
bf9e2265-b708-dc8d-27a4-01fcb3ca40c3,2018-07-04,,999-66-9251,,,,Nicolas769,Randall756,McKenzie376,,,,white,nonhispanic,M,Potomac  Maryland  US,304 Larkin Branch Apt 46,Annapolis,Maryland,Anne Arundel County,24003,21401,38.979670593170745,-76.57260843156094,3527.19,10239.69,138332
5b224ac6-b714-9705-c1ba-7dd30f6c5e9a,2014-08-14,,999-57-1138,,,,Armand155,Bennett146,Frami345,,,,white,nonhispanic,M,Joppatowne  Maryland  US,588 Beahan Dale Apt 32,Suitland,Maryland,Prince George's County,24033,20746,38.79575168918339,-76.88377237572001,1643.00,62953.87,44522
de7febbd-2ff5-9424-b9d8-7979328f83d4,2005-02-22,,999-31-2601,S99999354,X10544639X,Ms.,Latoya8,Ilene33,Muller251,,,,white,nonhispanic,F,Greenbelt  Maryland  US,920 Balistreri Vale Unit 85,Gaithersburg,Maryland,Montgomery County,24031,20850,39.19529931442025,-77.24190017098014,10285.48,106594.96,112403
03be82e3-0199-05fe-e164-62f6bfc061c7,1999-01-18,,999-78-7155,S99999158,X17944676X,Ms.,Sharri659,Regenia619,Wehner319,,,,white,nonhispanic,F,Bowie  Maryland  US,102 Bruen Rue Unit 8,Lochearn,Maryland,Baltimore County,,00000,39.383552048872865,-76.70002815163133,18333.63,883396.50,92964
f7d80aef-557b-293d-d2c9-1d4e2e5cd004,1992-04-07,,999-12-4190,S99979160,X42345148X,Mr.,Murray856,Christian753,Mayert710,,,M,white,nonhispanic,M,Bowie  Maryland  US,632 Shanahan Gateway Unit 3,Jessup,Maryland,Anne Arundel County,24027,20794,39.12812905050828,-76.84230808432659,10574.33,94951.25,152391
a20363f9-3b73-e8d5-217c-57e12984f8e5,2000-07-03,,999-76-6874,S99984516,X45974330X,Mr.,Nelson403,Levi940,Spencer878,,,,native,nonhispanic,M,Chillum  Maryland  US,269 Jacobs Heights,Myersville,Maryland,Frederick County,24021,21773,39.49603367682395,-77.50881346421272,16036.77,169210.62,189275
f0402957-56de-fd0c-aa8d-d78d89d60914,1954-03-28,2010-09-22,999-81-3655,S99936071,X5418996X,Ms.,Shaquana156,Emmaline88,Turner526,,,S,black,nonhispanic,F,Camp Springs  Maryland  US,665 Mann Manor Unit 59,Baltimore,Maryland,Baltimore city,24005,21222,39.25522108908398,-76.60381075813595,30454.87,1982621.16,5943
85403e2a-6d7a-950c-0dc8-8e543d17418e,1937-06-03,,999-74-4245,S99945100,X77875613X,Mrs.,Reda120,Hazel720,Hodkiewicz467,,O'Kon634,D,white,nonhispanic,F,Baltimore  Maryland  US,723 Schaden Crossing Apt 89,Baltimore,Maryland,Baltimore city,24005,21237,39.37192216356467,-76.59314594803662,177828.00,1667792.49,32853
ad86096b-cf82-c6cc-2e36-869ac24e61e0,1987-11-19,,999-34-2587,S99981561,X23302184X,Mrs.,Merry217,Monika509,Tremblay80,,Crooks415,M,white,nonhispanic,F,Elkridge  Maryland  US,235 Watsica Route Apt 51,Crofton,Maryland,Anne Arundel County,24003,21114,38.982488636977095,-76.70695529400577,20539.98,728848.57,177519
3b089ce3-91af-63e0-bb74-8acb043be180,1948-09-09,2007-09-02,999-80-8990,S99910408,X89398094X,Mr.,Benjamin360,Clifton91,Cronin387,,,D,white,nonhispanic,M,Olney  Maryland  US,1053 Bogan Corner,Lutherville,Maryland,Baltimore County,24005,21093,39.41711891824376,-76.63153839959307,179732.30,1101019.05,55040
5eaaa75d-28d2-ef90-a947-b67e7586d5ca,2009-07-19,,999-78-6210,,,,Stanton715,Al123,Watsica258,,,,white,nonhispanic,M,Baltimore  Maryland  US,689 Borer Branch Unit 74,Charlotte Hall,Maryland,St. Mary's County,24017,20622,38.415585349794256,-76.88854494166455,12482.98,53561.69,83489
0d8d8cae-1076-9561-c06f-a73941db9a6d,1941-09-07,2008-11-08,999-92-2336,S99958923,X34288333X,Ms.,Rubye299,Rutha66,Kuhic920,,,S,white,nonhispanic,F,Marlton  Maryland  US,648 Lemke Plaza Unit 16,Annapolis,Maryland,Anne Arundel County,24003,21402,38.949166500546575,-76.49558723720993,107224.43,2905962.43,714956
e0436e9f-b6a4-0282-ded8-9fc245353320,1954-03-28,,999-70-8311,S99922830,X5718471X,Ms.,Lorina403,Sharlene906,Upton904,,,S,black,nonhispanic,F,Baltimore  Maryland  US,210 Bosco Mall Apt 73,Baltimore,Maryland,Baltimore city,24005,21208,39.28080732190673,-76.69239689016223,154222.25,918699.05,5943
0f190b16-3a32-def4-7943-84abdd64aea6,2010-04-16,,999-43-3527,,,,William805,Jim478,Grady603,,,,black,nonhispanic,M,Mayo  Maryland  US,962 Parker Gardens Apt 38,Thurmont,Maryland,Frederick County,24021,21788,39.570178933446066,-77.44855328947884,5152.90,506270.10,20635
20bad489-4d46-7026-73a6-b4f5c49fce79,2009-11-02,,999-74-9366,,,,Temika453,,McClure239,,,,white,nonhispanic,F,Linganore  Maryland  US,145 Prosacco Row,Randallstown,Maryland,Baltimore County,24005,21133,39.34478912994504,-76.79691866951063,18199.65,47234.15,164927
1c5d45f3-eff3-0916-f8ec-a25dc98a2a33,2020-09-09,,999-68-4107,,,,Angelia425,Ela754,Ziemann98,,,,white,nonhispanic,F,Darnestown  Maryland  US,664 Roob Esplanade,Gaithersburg,Maryland,Montgomery County,24031,20850,39.12827782022668,-77.2031437003481,4017.79,18339.97,176664
20896587-37a3-b908-cb53-7938541fce17,1967-12-09,,999-91-6436,S99977185,X47819377X,Mrs.,Samara159,,Reichert620,,Boyle917,M,white,nonhispanic,F,Silver Spring  Maryland  US,330 Murazik Club Unit 13,Aspen Hill,Maryland,Montgomery County,24031,20906,39.12906500589568,-77.08374555405685,63010.06,1896163.55,74966
7c52a12b-c0f5-fb35-e9ee-ff317f8fc09d,2006-06-17,,999-16-8617,S99925102,,Mr.,Marion502,Homer307,Dare640,,,,white,nonhispanic,M,Carney  Maryland  US,1066 Nikolaus Highlands,Pasadena,Maryland,Anne Arundel County,24003,21122,39.08694994901032,-76.4787921826294,8986.72,124871.16,91504
2f1c9017-9780-72fb-e014-823c127a0a10,1959-11-15,,999-42-2136,S99944963,X81120710X,Mr.,Ron353,Ulysses632,Romaguera67,,,M,black,nonhispanic,M,Baltimore  Maryland  US,435 Adams Forge Suite 74,Cape St. Claire,Maryland,Anne Arundel County,,00000,39.010818468367354,-76.44832400148303,28231.85,363574.35,85661
